id,customer_id,card_type,card_number,expiry_year,expiry_month,created_date,modified_date
14431,9554,VISA,4677679407660391309,2006,12,2016-07-28,2022-05-27
14433,163,VISA,4661201304058676,2005,1,2018-04-06,2019-08-02
14441,13507,VISA,4283537921254025379,2008,12,2018-10-28,2021-09-27
14442,12775,Discover,6011181455150765,2005,10,2017-03-12,2027-04-16
14449,9220,AMEX,373643946490790,2008,11,2018-04-26,2026-05-23
14450,15405,VISA,4211869715101,2005,2,2019-01-16,2026-09-30
14452,193,Maestro,503854709287,2006,2,2019-01-29,2026-09-20
14453,5674,VISA,4732423310484499,2006,11,2017-06-05,2022-02-25
14461,17091,JCB,3561863237131624,2005,9,2019-04-19,2020-11-12
14464,4229,Maestro,676361938613,2007,10,2016-05-10,2018-03-04
14468,369,VISA,4683367872123,2006,1,2017-03-15,2025-02-28
14497,2211,JCB,3589039707738846,2008,6,2017-09-10,2022-10-17
14502,16520,Discover,6542598558807496,2006,4,2018-12-02,2026-03-10
14504,6174,VISA,4840551746061635096,2007,8,2016-03-20,2024-04-20
14511,10429,VISA,4630182882639,2008,2,2016-08-29,2024-03-17
14514,17884,VISA,4521407819151,2007,4,2017-05-18,2026-04-19
14541,1031,JCB,3576723814447988,2006,6,2018-04-15,2021-08-08
14563,2248,Maestro,569790357150,2006,1,2017-03-08,2022-10-25
14574,5510,Discover,6011354274051247,2005,10,2014-11-16,2019-02-12
14590,216,VISA,4269792358831266292,2005,5,2017-04-06,2024-05-21
14601,20332,AMEX,346727384717816,2008,1,2016-10-19,2019-07-07
14613,16262,JCB,3502097040273420,2005,6,2018-01-20,2020-12-06
14614,535,AMEX,379153817210586,2007,2,2016-08-08,2023-06-10
14665,7600,JCB,3505801460592244,2008,9,2015-01-23,2017-09-28
14707,411,VISA,4301263121645685,2006,12,2018-05-28,2024-05-22
14738,116,VISA,4114276645189439346,2007,4,2019-02-05,2019-11-29
14751,2222,Mastercard,2290002838988567,2008,5,2018-06-01,2024-05-23
14763,2314,VISA,4745142476969425,2007,4,2016-04-21,2022-12-22
14765,9460,JCB,3525421506304581,2007,7,2015-07-07,2021-10-18
14780,4276,JCB,3591589631436939,2008,8,2017-04-14,2021-02-27
14786,2269,Maestro,630402509818,2005,12,2016-09-21,2018-11-10
14790,19258,JCB,3568289460206433,2007,3,2016-07-29,2027-02-21
14796,10202,VISA,4396018311371575,2008,7,2017-04-29,2021-04-15
14801,59,VISA,4825044640183755,2005,12,2018-12-14,2024-05-10
14813,7293,JCB,3545792274616133,2005,9,2018-02-25,2024-03-26
14825,14750,VISA,4671308408725122,2005,9,2018-12-23,2021-02-21
14827,261,VISA,4269989112884632,2005,1,2017-12-16,2026-05-08
14897,13375,AMEX,346351655419133,2006,12,2017-01-17,2027-02-04
14904,13559,VISA,4603080993468003,2008,11,2017-11-25,2018-06-30
14911,12905,Mastercard,5162784942301682,2007,6,2017-10-15,2027-06-09
14912,439,Mastercard,2264417979381574,2007,7,2018-04-10,2027-11-17
14924,4485,VISA,4170083808326,2008,2,2013-04-01,2014-10-05
14932,5244,VISA,4997132442843817,2006,5,2017-08-09,2022-06-15
14952,13938,AMEX,343957330095099,2006,7,2012-07-26,2017-02-27
14957,19530,Maestro,503825130787,2007,3,2018-05-07,2023-07-17
14958,12663,Maestro,675985901031,2008,1,2018-10-27,2022-08-08
14961,8837,VISA,4611106919315703,2005,11,2019-02-11,2021-04-13
14975,19294,Discover,6011476795890686,2008,5,2016-07-07,2023-03-16
14978,16435,VISA,4466073083969012928,2005,11,2018-04-29,2019-09-01
15003,2063,VISA,4112113325036828,2005,7,2018-01-29,2019-10-08
15005,15557,JCB,3510994378020805,2007,10,2017-11-19,2026-06-04
15010,14384,Diners,38785860977083,2008,10,2017-12-17,2022-03-30
15014,19495,JCB,3590908123869244,2008,4,2017-01-10,2026-01-17
15054,15614,VISA,4375786339143474,2008,10,2018-06-04,2026-12-24
15064,2265,Diners,36115284475971,2008,12,2018-07-20,2024-05-24
15071,2154,JCB,3598690374125631,2005,6,2019-01-29,2024-07-02
15080,3310,JCB,3574664777667695,2006,6,2014-03-03,2019-09-22
15081,1243,JCB,213152237878527,2006,12,2019-05-23,2026-07-19
15082,9435,VISA,4202864166531894,2005,3,2018-03-18,2022-02-15
15098,17557,Diners,38555520629253,2007,6,2017-03-12,2024-12-22
15104,80,VISA,4240423394204503,2005,10,2018-01-21,2019-04-28
15107,9168,VISA,4047255076218298502,2007,3,2017-09-15,2028-02-23
15112,19497,Diners,30111802730100,2007,8,2019-01-11,2025-02-03
15114,15246,Mastercard,5337805120274175,2007,10,2018-01-01,2026-01-27
15135,248,Mastercard,5228803214814610,2005,9,2017-05-16,2019-07-19
15146,1193,JCB,180007005409930,2007,8,2017-06-19,2026-08-28
15149,6863,JCB,180079491036063,2006,7,2016-10-21,2018-06-04
15166,2501,VISA,4366321211159504,2008,5,2016-01-17,2022-11-27
15169,6929,VISA,4423311184354952901,2008,12,2015-08-12,2022-11-06
15181,1089,VISA,4605816041176287662,2008,4,2017-02-08,2021-05-18
15191,19466,VISA,4026379464694496,2008,4,2018-06-04,2024-12-02
15198,19803,Mastercard,2260001757214472,2007,9,2018-10-30,2025-01-15
15214,2054,VISA,4921422271026,2006,1,2018-11-27,2022-08-17
15218,2320,Mastercard,2248542338987653,2005,4,2016-12-22,2023-03-18
15222,18642,Maestro,676355722866,2006,12,2015-09-21,2024-12-02
15231,150,VISA,4255584515758719,2006,2,2018-09-14,2021-06-21
15255,20422,Diners,30322700908694,2008,4,2017-03-24,2019-11-20
15275,973,VISA,4395767879489,2008,10,2017-05-12,2022-05-04
15278,194,VISA,4735951048649901639,2005,8,2017-12-16,2026-11-07
15281,19901,VISA,4221983959143010722,2006,3,2016-07-05,2022-06-27
15287,18247,Discover,6011334170419045,2007,9,2019-04-15,2023-03-20
15299,15965,VISA,4945663681577206,2008,11,2018-09-30,2020-10-11
15307,4257,VISA,4548386079518496452,2007,11,2016-11-18,2022-07-20
15315,5920,VISA,4228763303279187,2008,5,2018-07-25,2023-01-25
15327,1435,Mastercard,2707433456900609,2008,12,2016-10-22,2023-01-18
15330,4351,AMEX,379420043651051,2007,7,2019-01-23,2025-11-21
15348,184,VISA,4912103045169969,2007,12,2014-09-26,2019-03-08
15349,20636,Diners,30456660095058,2005,4,2019-02-13,2021-02-20
15355,1702,JCB,180071131148374,2006,11,2016-08-18,2020-07-16
15365,4157,JCB,3597872539242854,2006,4,2014-10-01,2019-06-21
15377,1565,AMEX,342412128870619,2007,5,2015-08-23,2025-03-12
15380,813,Maestro,503883726468,2008,6,2017-10-25,2025-11-02
15388,41,Diners,30166286225480,2007,5,2015-04-14,2020-01-30
15394,1597,Discover,6011961307075421,2008,1,2016-05-31,2019-07-13
15404,16756,VISA,4073290231125874,2008,7,2018-11-06,2023-10-26
15405,18198,Discover,6011075487579506,2005,5,2012-03-22,2020-03-01
15412,19807,Mastercard,5110214134681629,2008,1,2017-05-09,2021-11-13
15431,3155,AMEX,341107118271601,2007,7,2018-07-28,2022-12-20
15442,5035,Maestro,676198692417,2007,9,2017-05-28,2022-06-26
15443,347,Discover,6011506589529239,2006,1,2017-06-09,2024-11-16
15445,16909,Maestro,676263747419,2006,9,2016-10-14,2025-08-01
15450,6036,Maestro,571377336912,2005,12,2016-11-18,2019-06-29
15455,5678,VISA,4650510219340943,2008,5,2018-01-09,2024-12-20
15462,9998,VISA,4877896278833697,2007,8,2019-10-07,2023-12-30
15471,6803,Maestro,501877499431,2006,12,2017-09-16,2024-06-06
15474,147,JCB,3522061394688092,2007,11,2016-01-08,2022-01-14
15479,17284,Maestro,630441123183,2006,2,2019-04-27,2024-04-05
15487,12761,JCB,3530686340153088,2007,3,2015-06-11,2019-09-15
15488,8338,VISA,4005110056392,2008,5,2017-02-28,2025-10-13
15513,2097,VISA,4256902997956909,2005,7,2017-01-06,2021-08-23
15515,787,VISA,4399367469852583471,2006,11,2013-02-27,2022-08-04
15518,741,Diners,30024239136231,2008,7,2017-01-28,2025-07-23
15524,105,JCB,3547290808571211,2007,2,2016-11-02,2021-12-06
15526,4489,VISA,4298783518318468,2006,6,2015-07-24,2024-03-05
15532,11929,Diners,30263724761299,2007,11,2015-05-21,2021-02-06
15533,2170,VISA,4675450076027500,2006,6,2017-12-12,2027-01-15
15546,19671,Mastercard,5279140945826177,2008,3,2017-04-15,2022-07-17
15547,12207,AMEX,379571312596490,2005,4,2018-07-21,2022-09-02
15553,17293,JCB,3559396791167191,2005,1,2017-08-27,2026-02-09
15554,205,Discover,6011501042021346,2006,6,2017-05-06,2025-08-07
15568,10600,Discover,6522823611857898,2006,5,2015-04-28,2018-07-24
15581,2239,Diners,30295240144337,2005,2,2017-05-11,2020-07-02
15583,2250,JCB,213104950672413,2008,4,2015-04-10,2025-09-17
15589,19580,AMEX,348960558778680,2006,12,2016-09-17,2026-10-10
15595,99,Mastercard,5538744542601755,2007,3,2016-02-16,2022-07-08
15603,1361,Mastercard,2294954967757583,2006,8,2019-03-01,2023-12-07
15612,5795,JCB,180053667217500,2008,3,2016-06-12,2019-05-30
15613,11649,VISA,4747219699213142,2006,8,2017-09-21,2020-05-03
15619,8139,Diners,30278099894483,2006,6,2017-09-07,2027-05-10
15628,4851,Maestro,676267121165,2008,1,2016-03-08,2020-04-19
15658,1125,VISA,4844542252868,2008,12,2015-11-04,2022-08-03
15674,7234,Diners,30017027228046,2007,7,2017-04-25,2023-04-20
15698,19870,Diners,30127958492428,2007,2,2018-10-28,2020-12-15
15708,12626,Maestro,675959427526,2005,4,2017-08-05,2021-07-21
15712,12116,VISA,4918606290335840,2008,4,2016-11-11,2022-01-18
15716,16284,VISA,4793275471075438421,2008,1,2016-11-06,2027-01-26
15726,229,VISA,4048165389262020,2008,8,2019-11-08,2023-04-22
15730,1175,VISA,4883976202296,2005,8,2014-11-23,2024-09-03
15734,2309,Maestro,060420714499,2005,6,2018-03-15,2025-06-02
15735,16911,VISA,4223825253950144,2007,5,2017-02-17,2024-12-18
15767,2290,Mastercard,5247999557158420,2007,3,2016-12-20,2024-06-25
15787,18241,JCB,3560096031192341,2007,10,2017-04-13,2022-05-12
15803,2110,VISA,4537517658454990589,2006,4,2016-06-25,2022-09-26
15811,4458,JCB,3507490986861495,2007,4,2013-02-12,2017-05-08
15832,4589,Discover,6011594341203012,2008,5,2018-05-07,2025-11-29
15833,6573,VISA,4046841667198493775,2007,7,2018-06-30,2025-05-12
15842,7607,JCB,3529928526632821,2005,1,2016-02-01,2024-12-24
15849,20713,VISA,4744049911257,2006,11,2016-10-27,2025-05-31
15865,12478,JCB,213113578760690,2005,9,2018-01-21,2026-06-15
15867,17590,VISA,4712714644856079817,2005,5,2016-09-06,2026-11-28
15869,19095,JCB,180079674878208,2005,6,2018-12-02,2019-07-09
15876,11269,Discover,6011026839329884,2006,5,2018-05-23,2025-03-10
15887,6635,VISA,4397623930062023,2007,3,2017-01-11,2020-12-18
15899,16091,VISA,4449510114251126,2007,4,2016-12-13,2026-01-13
15900,101,Discover,6526598722992752,2007,12,2018-06-10,2024-05-27
15914,2127,VISA,4987747197949,2007,9,2019-04-20,2024-01-19
15916,14673,JCB,180015166636233,2006,11,2019-10-03,2023-05-13
15924,2278,Diners,38372018888916,2007,4,2017-10-08,2024-12-12
15946,2034,Discover,6516934678737663,2005,10,2018-09-16,2026-02-26
15948,60,Mastercard,2408983729058330,2007,7,2017-11-06,2020-02-13
15958,6802,JCB,3515133726196620,2006,12,2016-11-13,2023-08-01
15963,10386,AMEX,378531500205214,2007,4,2016-08-21,2020-01-19
15964,134,Mastercard,2465047539358973,2006,4,2018-10-11,2026-02-12
15967,1793,JCB,180000940662465,2005,9,2018-07-09,2023-04-12
15977,477,VISA,4651548265416901,2005,1,2015-04-30,2020-07-31
15980,19323,Discover,6011201462835057,2006,10,2013-10-05,2018-05-09
15984,2117,AMEX,349670958959926,2008,11,2019-02-19,2024-03-06
15986,2259,JCB,180003434727059,2006,3,2016-06-08,2024-04-12
15997,12869,Mastercard,5558061619284109,2008,5,2017-07-22,2021-06-10
15999,2345,JCB,3568550131398069,2008,4,2018-12-21,2025-11-07
16002,2301,VISA,4435614196099,2006,9,2012-12-24,2016-11-15
16004,8853,VISA,4067205958373083,2007,4,2017-10-28,2024-05-22
16009,6463,VISA,4301655751095650697,2006,12,2016-12-24,2020-11-15
16020,2257,Maestro,060463338552,2005,8,2017-05-21,2023-12-22
16051,8607,Maestro,676177117618,2007,1,2018-01-24,2026-02-09
16070,2204,JCB,3551158202009646,2007,5,2018-03-29,2023-08-23
16079,6953,Maestro,574246419216,2008,4,2018-05-27,2024-09-26
16119,5122,JCB,3592444692248543,2005,12,2019-03-16,2027-01-18
16126,10553,AMEX,343067133336250,2008,7,2016-09-03,2019-10-13
16131,1633,JCB,3594852901247486,2008,1,2018-07-12,2025-08-20
16136,14663,AMEX,344059136641355,2008,9,2014-12-08,2018-09-29
16137,2371,JCB,3514279749803816,2005,9,2019-06-11,2022-05-04
16141,137,VISA,4164332388997091,2008,6,2018-10-04,2023-07-26
16145,70,VISA,4534744841256498,2005,11,2018-03-09,2024-07-16
16147,11263,JCB,180013489679360,2005,9,2017-02-26,2022-05-08
16159,11405,AMEX,346652118709931,2007,7,2018-06-06,2027-06-16
16184,2614,Diners,30144451252720,2008,9,2016-06-21,2026-03-08
16195,2331,Mastercard,5584148838385375,2005,9,2019-04-05,2025-07-22
16212,17123,VISA,4546424835328899385,2007,9,2018-10-08,2026-11-03
16223,17997,VISA,4860826530771798,2005,1,2016-11-24,2023-01-15
16238,13957,AMEX,377485299200988,2008,7,2018-08-14,2022-03-19
16239,263,VISA,4332848533025287,2006,11,2018-11-26,2027-07-22
16244,13695,Diners,30553647273236,2006,3,2017-01-17,2021-05-09
16252,815,VISA,4951645061364165,2005,11,2017-08-08,2021-09-28
16254,12049,VISA,4617783835776327,2006,11,2017-08-29,2024-02-18
16263,759,Diners,30491012373002,2005,11,2018-06-28,2024-11-11
16271,154,AMEX,378016631524071,2006,5,2016-11-05,2023-03-14
16281,685,JCB,3532727685571357,2007,2,2015-12-28,2017-07-11
16283,1453,Diners,30345339696323,2008,4,2018-07-01,2024-02-03
16298,2073,AMEX,345298099148631,2007,3,2017-01-17,2025-12-22
16303,14127,JCB,3514573709941891,2005,7,2017-05-19,2026-07-18
16313,371,Diners,30097760150904,2007,5,2018-11-29,2022-09-19
16318,2275,VISA,4116812153440504277,2008,4,2015-07-28,2017-06-02
16334,15644,Diners,30577114971717,2006,1,2018-01-03,2025-06-19
16336,282,Maestro,676249120095,2007,11,2017-09-12,2021-01-23
16353,133,Mastercard,5578965516067860,2007,7,2017-04-20,2023-05-30
16366,20175,Diners,30104228134775,2008,10,2017-08-08,2026-07-27
16368,2229,Mastercard,2298449961923840,2006,11,2014-12-28,2022-04-18
16402,5620,Mastercard,5328243083762179,2005,1,2016-11-24,2019-10-08
16416,92,JCB,180037880032333,2005,2,2016-03-13,2019-10-27
16417,5496,VISA,4661320897867484013,2007,3,2016-05-25,2019-06-03
16419,29,Maestro,502024654894,2008,5,2018-12-18,2021-08-18
16430,3392,JCB,213173449067600,2005,6,2019-03-08,2024-11-30
16442,913,JCB,3553897518887769,2005,10,2018-11-12,2020-04-13
16449,493,Diners,30419993049903,2007,11,2018-06-20,2020-01-20
16450,17913,VISA,4414539949623762,2008,7,2016-10-15,2021-06-12
16459,8099,JCB,3529013738408805,2005,5,2016-08-03,2021-11-13
16476,16063,Mastercard,2455268906375752,2005,8,2016-07-13,2022-08-03
16496,53,JCB,3537230052987319,2005,9,2018-08-03,2019-03-31
16499,16240,JCB,3540608530594556,2005,7,2017-10-27,2024-03-06
16505,4392,Discover,6582949224790981,2005,2,2018-01-03,2019-03-28
16517,14446,Maestro,675908239758,2006,5,2018-08-09,2025-12-03
16524,1081,JCB,180008790019512,2008,9,2018-10-07,2021-06-16
16533,18410,VISA,4486465413144050770,2006,12,2017-05-29,2020-07-29
16546,17608,VISA,4822086848962293,2007,8,2017-05-14,2020-05-22
16552,2685,JCB,3579579347824128,2005,1,2018-11-06,2020-03-13
16554,15324,VISA,4090344249898805,2008,7,2017-11-21,2019-11-21
16558,12237,JCB,180089623719460,2007,8,2015-10-11,2024-04-05
16569,15776,Maestro,676123116409,2007,2,2016-05-28,2020-03-16
16601,15864,JCB,3554500287501178,2008,1,2017-06-02,2022-01-03
16606,1899,JCB,180033532037820,2006,2,2018-05-02,2022-04-03
16616,9955,JCB,180015141436469,2006,11,2016-11-02,2025-04-22
16623,10473,VISA,4828525016597989,2008,8,2018-10-24,2021-05-14
16627,114,JCB,180030743245663,2006,12,2018-09-29,2022-02-28
16644,1595,AMEX,375534202037102,2005,10,2017-06-18,2025-12-29
16653,2191,JCB,3564231236728740,2005,5,2017-10-15,2025-03-12
16657,343,VISA,4367134194212682271,2007,9,2017-11-25,2024-11-05
16663,2093,JCB,180092169016028,2006,2,2019-05-05,2023-02-10
16681,17337,VISA,4663082387990441,2006,7,2016-11-13,2021-03-21
16682,4889,Diners,36444308567807,2008,6,2016-04-07,2025-11-07
16686,12141,VISA,4342885350252321733,2008,10,2018-12-11,2024-07-28
16690,11450,JCB,3599923422008601,2008,8,2018-09-07,2020-05-11
16701,11091,VISA,4488990876458330535,2007,8,2016-11-21,2021-03-01
16709,5048,Discover,6580119885978760,2006,5,2016-08-03,2022-11-07
16753,2289,Diners,30463453831657,2005,8,2017-12-08,2024-02-18
16774,14531,Discover,6581767442296594,2007,10,2018-11-11,2023-02-01
16784,8428,VISA,4671780205459511,2005,11,2016-09-18,2022-12-31
16818,9315,VISA,4017189771175480,2005,6,2017-06-09,2020-10-04
16833,14983,VISA,4694359047360055,2007,9,2017-01-04,2020-12-18
16836,2152,VISA,4032640802954421107,2007,6,2016-10-14,2024-05-21
16841,8044,VISA,4432438310867843,2005,1,2018-04-03,2019-09-15
16842,13102,VISA,4922848162883267,2006,8,2017-12-14,2025-02-12
16849,226,JCB,3580874662637990,2006,9,2018-06-23,2027-04-19
16853,6513,JCB,213144452881005,2005,5,2018-07-24,2026-08-17
16862,12772,Mastercard,2570856712354985,2006,10,2015-06-29,2020-10-20
16884,6377,Mastercard,2299795430423724,2006,11,2017-03-13,2023-03-18
16885,16998,VISA,4912941040391033,2005,4,2017-07-01,2020-08-17
16891,20119,VISA,4523932885109235,2008,8,2014-12-27,2017-06-30
16898,12388,JCB,3556285057425265,2005,8,2018-04-16,2023-10-05
16918,13929,JCB,3572618214591142,2008,9,2018-01-23,2019-08-24
16920,12655,VISA,4516272379837691922,2006,9,2018-04-12,2023-03-25
16923,5182,Mastercard,5588388515515862,2008,2,2018-03-04,2021-07-22
16927,121,VISA,4763990850793,2007,7,2018-06-03,2021-02-23
16954,9674,JCB,213176746402669,2008,8,2018-09-07,2022-11-28
16969,1065,VISA,4257310973518,2005,4,2017-03-12,2024-11-01
16971,2266,VISA,4800538940289807,2005,4,2017-09-15,2023-10-08
16975,1337,Mastercard,2272096214963667,2005,4,2019-04-18,2023-04-23
16999,90,Maestro,501815219529,2008,7,2016-02-29,2021-07-19
17001,2631,AMEX,373615149537858,2007,6,2018-07-29,2019-12-24
17011,6148,Mastercard,2275459202605749,2007,12,2017-11-16,2019-06-25
17020,367,Diners,30033864043588,2006,3,2019-04-22,2027-08-15
17034,13948,VISA,4051583330764125709,2006,12,2016-11-22,2019-05-24
17040,8583,JCB,3583778638244046,2007,7,2018-03-11,2020-12-26
17052,19788,JCB,213176059635731,2006,4,2018-03-23,2027-04-06
17060,3338,Discover,6011219714072956,2007,9,2016-12-17,2023-03-06
17087,15837,AMEX,374138048774372,2008,10,2017-01-22,2024-07-07
17099,254,VISA,4508063539015419,2007,10,2018-05-01,2023-06-15
17108,11896,VISA,4156290348403081,2007,5,2017-06-06,2026-09-03
17116,7921,AMEX,370919288214680,2005,10,2017-10-17,2026-05-27
17130,1788,VISA,4534483330860,2005,6,2017-12-16,2022-04-28
17134,16465,Mastercard,2258538145287813,2008,9,2019-10-27,2023-06-03
17143,2101,JCB,180093129945371,2008,4,2017-03-28,2022-12-26
17145,2609,Diners,36682721425331,2006,8,2018-09-13,2024-11-09
17157,1307,Discover,6011243546753666,2005,8,2017-01-15,2026-06-07
17159,2235,JCB,180021985039880,2005,10,2019-07-02,2020-08-17
17160,143,JCB,3591924434331724,2007,6,2018-10-23,2023-03-15
17169,897,Maestro,501898814246,2006,2,2018-05-15,2025-10-01
17183,103,AMEX,374474409147977,2008,11,2018-04-03,2023-04-08
17184,1245,Discover,6543188012086439,2008,7,2014-10-23,2020-08-25
17196,2352,JCB,180080689033102,2007,1,2017-08-21,2022-07-16
17213,18914,VISA,4046741952922,2005,6,2018-05-03,2019-11-24
17220,10647,VISA,4038093148766598,2008,7,2017-03-27,2019-08-04
17223,20140,AMEX,348621616743385,2005,7,2016-07-14,2022-11-09
17224,12565,AMEX,377114245365626,2007,12,2017-08-02,2024-06-09
17244,195,Maestro,639059922331,2007,9,2018-06-23,2026-04-02
17250,11033,VISA,4982546581367055,2008,2,2019-06-23,2020-04-26
17252,71,JCB,3553907313751142,2008,8,2019-04-18,2020-02-03
17254,751,Diners,38488947655364,2005,6,2015-06-05,2020-02-20
17258,2332,AMEX,371486255070601,2008,6,2018-08-25,2020-08-14
17276,1649,AMEX,379597162539272,2008,9,2018-11-30,2022-10-13
17299,12071,Mastercard,2261587807768425,2006,11,2019-02-14,2022-10-07
17337,8518,JCB,180027116059317,2008,7,2016-10-18,2027-07-17
17342,241,VISA,4365652505750538,2008,2,2017-12-01,2022-12-24
17344,16523,VISA,4891086376087121,2005,4,2015-04-28,2025-08-05
17358,6491,VISA,4723990955117,2007,4,2019-06-13,2022-02-16
17371,8241,AMEX,375361750549753,2006,6,2016-06-12,2023-01-28
17377,33,Discover,6593467796911833,2006,9,2019-04-26,2022-11-09
17388,214,VISA,4715642503278014721,2007,5,2017-04-10,2024-08-18
17398,13205,Maestro,583519996859,2005,1,2015-09-06,2023-05-28
17404,17455,JCB,180008216770979,2007,5,2016-04-06,2025-10-20
17414,258,JCB,3502209623417189,2006,2,2018-11-30,2021-08-30
17417,2198,AMEX,378292705450523,2005,11,2018-03-23,2019-02-07
17423,333,Discover,6011872417911282,2005,5,2017-05-21,2026-08-01
17429,279,Mastercard,2720340792953056,2005,4,2018-11-18,2025-11-17
17433,2558,JCB,180057852199167,2006,8,2018-02-08,2026-08-01
17434,18686,VISA,4089848570601128,2008,10,2018-12-06,2020-03-22
17442,2286,Maestro,060430388920,2006,6,2018-07-07,2021-11-26
17443,17369,VISA,4981076538773,2006,2,2016-10-31,2024-08-06
17452,1355,VISA,4212925000646137,2006,11,2016-12-29,2026-05-21
17456,7688,JCB,180061260110576,2007,2,2019-02-18,2022-03-13
17462,3395,VISA,4248680239983037,2005,7,2017-11-30,2026-02-14
17495,14474,VISA,4560220386263055,2005,3,2018-09-18,2022-11-27
17499,447,JCB,3555049315252114,2007,10,2015-05-16,2024-11-08
17517,17068,VISA,4494836468986585,2006,8,2017-03-19,2022-11-29
17526,2184,Mastercard,5233823652049464,2008,10,2018-12-23,2020-04-12
17528,6317,JCB,3569563004978288,2005,7,2016-12-06,2020-02-18
17539,2263,VISA,4776529104292772798,2008,2,2017-03-01,2026-06-30
17550,74,JCB,3592320123109654,2007,4,2016-12-08,2024-08-08
17571,247,Discover,6011915225481525,2008,11,2018-11-27,2025-10-30
17577,12639,VISA,4013641636980726801,2008,5,2018-05-25,2024-10-09
17591,3553,VISA,4939800508731404,2005,6,2019-04-05,2027-04-06
17625,9192,VISA,4689863922964995,2006,7,2015-06-14,2023-07-07
17642,13614,JCB,180011744656975,2005,2,2018-02-18,2024-08-24
17677,16354,JCB,3572957749240332,2008,3,2017-12-23,2019-02-27
17678,96,JCB,180047120421857,2008,5,2017-11-10,2026-01-16
17684,4713,Discover,6517423854732051,2007,3,2019-05-06,2025-01-21
17711,13022,JCB,3543634836388995,2006,5,2017-02-12,2023-02-11
17716,66,AMEX,349760293593132,2008,11,2017-07-23,2021-03-20
17730,1205,Diners,30517875720416,2007,2,2018-06-20,2026-12-14
17738,2270,Discover,6584833105907880,2005,4,2017-05-02,2019-10-01
17748,19733,VISA,4415175187849652342,2005,10,2016-06-06,2021-10-22
17750,9369,VISA,4770792740668175,2005,2,2016-11-11,2026-01-09
17801,12880,VISA,4599562589825866,2007,4,2016-03-19,2021-12-05
17802,12365,Diners,30104345545952,2007,7,2016-08-31,2020-09-16
17804,19269,VISA,4969616536977,2007,11,2018-11-28,2019-11-04
17807,173,Discover,6011343875035931,2007,11,2019-07-08,2023-02-09
17821,2186,Diners,30029018655152,2008,4,2017-11-08,2023-08-01
17828,8118,JCB,3560637109774195,2006,5,2017-07-01,2023-02-02
17832,4016,Mastercard,2341538276326454,2006,3,2018-01-05,2024-06-07
17835,8097,Maestro,630448650618,2008,4,2018-12-17,2019-12-16
17838,6440,AMEX,371556517595841,2008,12,2019-07-02,2022-01-01
17852,15185,VISA,4549542979753127,2007,7,2017-07-12,2024-09-03
17878,1055,Discover,6011556739694201,2008,12,2019-05-12,2025-11-20
17879,395,VISA,4462580184275851,2008,2,2017-05-07,2026-10-10
17891,9208,AMEX,345417909959207,2007,2,2019-06-14,2020-02-26
17900,86,Mastercard,2280115148354908,2005,6,2016-02-05,2023-03-11
17905,13247,VISA,4490670297155953,2006,3,2017-10-03,2025-10-26
17917,1519,VISA,4485869123705752,2005,6,2015-04-29,2023-05-15
17920,10043,Maestro,630404168613,2006,5,2018-02-22,2023-10-18
17927,16281,JCB,180044030266365,2006,8,2016-05-06,2019-02-16
17931,4702,JCB,3518803144454226,2005,9,2017-01-09,2021-10-28
17953,451,AMEX,371640079258954,2006,2,2017-09-14,2025-02-14
17956,9416,VISA,4775575460584570158,2006,10,2017-07-21,2023-04-23
17964,4409,JCB,3552655976807278,2006,12,2017-04-18,2026-06-25
17996,2521,VISA,4586043084115348,2006,7,2016-02-09,2021-10-25
18003,4809,JCB,3552065962977087,2005,10,2017-01-30,2021-10-09
18018,159,Discover,6011991937161044,2005,9,2018-12-09,2020-07-17
18039,1455,Diners,30036571916095,2005,6,2018-05-22,2024-05-12
18040,16624,Discover,6011559258039808,2007,9,2015-03-28,2018-12-11
18048,19050,AMEX,341811711306348,2005,6,2015-06-05,2023-11-19
18049,1417,Maestro,560308713976,2006,4,2015-04-27,2017-09-26
18050,2970,JCB,3551145108127804,2005,9,2017-09-18,2019-02-06
18055,182,JCB,180038687153447,2007,11,2017-07-30,2019-12-18
18062,2106,VISA,4443009072240706,2005,11,2017-10-30,2027-05-02
18087,2911,Diners,38876973450173,2008,1,2017-06-21,2027-03-23
18096,2308,JCB,3547140975526953,2008,5,2018-11-22,2021-05-05
18106,9511,VISA,4502266363277486,2007,11,2018-04-01,2021-11-07
18109,208,JCB,3525763156048517,2008,1,2017-08-12,2023-02-06
18113,10267,VISA,4554497910772193,2005,11,2018-03-10,2027-07-31
18132,1015,Discover,6551878157506543,2008,4,2015-08-27,2019-12-27
18152,1955,JCB,180005012601085,2005,4,2018-05-12,2020-07-14
18158,2144,VISA,4488236012981059,2006,5,2019-04-04,2025-01-13
18166,4394,Diners,30348523688213,2007,10,2016-06-08,2022-01-28
18178,17616,VISA,4693951889664668,2005,9,2016-12-30,2018-06-01
18183,2224,AMEX,348836672856182,2005,10,2017-02-19,2021-12-05
18185,661,AMEX,349836199954261,2007,12,2018-04-25,2022-09-02
18191,1991,VISA,4851098647953,2005,5,2019-05-24,2026-09-06
18193,235,VISA,4164791025742889397,2005,6,2019-01-05,2026-11-16
18201,110,VISA,4783375652346605845,2005,8,2016-09-22,2025-12-30
18211,16764,Diners,30037837780515,2008,5,2018-08-04,2022-03-03
